text_to_classify,predicted_code,predicted_label,prediction_probability
other specified depressive episodes,8989,Mental Disorders,0.95
generalized hyperhidrosis,9016,Skin,0.65
encounter examination eyes vision abnormal findings,8974,Eye (Vision),0.31
attention deficit hyperactivity disorder unspecified type,8989,Mental Disorders,0.84
anxiety disorder unspecified,8989,Mental Disorders,0.99
knee on feb,8997,Musculoskeletal - Knee,1.0
knee on feb,8997,Musculoskeletal - Knee,1.0
ankle joints foot on mar,8991,Musculoskeletal - Ankle,0.84
sacroiliitis on apr joint localized hip,8996,Musculoskeletal - Hip,0.72
nondisplaced fracture fifth metatarsal bone foot on dec,8994,Musculoskeletal - Foot,0.89
insomnia,8989,Mental Disorders,0.95
degenerative arthritis spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.42
lumbar ddd early degenerative arthritis l l,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.56
folic acid deficiency anemia,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.43
pruritc skin,9016,Skin,0.93
acoustic trauma,8989,Mental Disorders,0.15
degenerative arthritis other posttraumatic hand,8995,Musculoskeletal - Hand,0.63
lumbosacral strain degenerative disc disease other intervertebral disc syndrome ivds previously rated lumbosacral strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
obesity,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.21
cervical spondylosis,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.9
lower extremity radiculopathy sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
lower extremity radiculopathy sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
degenerative arthritis lumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.86
knees,8989,Mental Disorders,0.1
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
degenerative disc disease back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
degenerative disc disease lumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
suicidal thoughts,8989,Mental Disorders,0.83
rib,249482,Musculoskeletal - Bones,0.35
lower nerve,9006,Neurological - Cranial/Peripheral Nerves,0.66
ottis medial,8997,Musculoskeletal - Knee,0.09
hashimoto disease,8979,Heart/Veins/Arteries,0.15
chrons disease,8979,Heart/Veins/Arteries,0.15
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
degenerative arthritis l s,8992,Musculoskeletal - Arthritis,0.68
knee sprains,8997,Musculoskeletal - Knee,1.0
mental health include ptsd,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.57
military sexual trauma,8989,Mental Disorders,0.46
fear death,8989,Mental Disorders,0.39
dissociation,8989,Mental Disorders,0.1
palpitations,8989,Mental Disorders,0.1
chest,8979,Heart/Veins/Arteries,0.49
panic attacks,8989,Mental Disorders,0.92
hot flashes,8989,Mental Disorders,0.1
limitation motion,8997,Musculoskeletal - Knee,0.13
lumbago,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.7
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
ankle instability,8991,Musculoskeletal - Ankle,0.99
lower extremity radiculopathy femoral,9006,Neurological - Cranial/Peripheral Nerves,0.64
lower extremity radiculopathy femoral,9006,Neurological - Cranial/Peripheral Nerves,0.64
degenerative disc disease thoracolumbar spine status post spine discectomy decompression post surgical residuals,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.91
restless leg syndrome,8988,Leg Condition - Neurological other System,0.47
strain thoracolumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.94
increased ptsd hearing loss alcoholism bronchitis,8989,Mental Disorders,0.47
lumbar strain claimed back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
illiotibial band,8997,Musculoskeletal - Knee,0.21
scars upper extremity face back,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.38
dysphonia,8989,Mental Disorders,0.1
sleep apnea cpap,9012,Respiratory,0.98
hematuria,8975,Genitourinary,0.39
gender dysphoria,8989,Mental Disorders,0.1
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
obstructive sleep apnea,9012,Respiratory,0.99
upper cervical radiculopathy cervical region,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.91
upper cervical radiculopathy cervical region,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.91
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
graves disease,8979,Heart/Veins/Arteries,0.15
hip strain limited flexion extension femoroacetabular impingement fai,8996,Musculoskeletal - Hip,0.99
depression depressive disorder insomnia,8989,Mental Disorders,1.0
radiculopathy sciatic nerve lower extremities,9006,Neurological - Cranial/Peripheral Nerves,0.86
sinusitis rhinnitis conjunctivitus,9012,Respiratory,0.98
middle back sprain thoracic strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.99
flatfoot pes planus plantar fasciitis,8994,Musculoskeletal - Foot,1.0
gastroesophageal reflux disorder,8968,Digestive,0.96
temporomandibular joint dysfunction,249481,Dental and Oral - Musculoskeletal,0.73
temporomandibular joint dysfunction,249481,Dental and Oral - Musculoskeletal,0.73
bruxism,8967,Dental and Oral,0.55
pseudo folliculitis barbae,9016,Skin,0.94
depressive disorder recurrent,8989,Mental Disorders,0.91
degenerative changes pubic symphysis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.08
,8989,Mental Disorders,0.1
hip strain,8996,Musculoskeletal - Hip,0.99
stress continence,8989,Mental Disorders,0.83
restless leg syndrome,8988,Leg Condition - Neurological other System,0.47
gerd burn pits kuwait,8968,Digestive,0.97
rhinitis burn pits kuwait,9012,Respiratory,0.83
sinuses burn pits kuwait,9016,Skin,0.36
fatigue burn pits kuwait,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.38
loss range motion knee,8997,Musculoskeletal - Knee,0.75
lower radiculopathy sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.76
lower radiculopathy sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.76
lower radiculopathy femoral,9006,Neurological - Cranial/Peripheral Nerves,0.7
lower radiculopathy femoral,9006,Neurological - Cranial/Peripheral Nerves,0.7
hip trochanteris syndrome incoludes trochanteric bursitis,8996,Musculoskeletal - Hip,0.98
calluses on feet,8989,Mental Disorders,0.1
ingrown toenails,9016,Skin,0.58
dental issues,8967,Dental and Oral,0.79
gasatrointesiinal esophageal reflux,8968,Digestive,0.99
uterine fibroids,8978,Gynecological,0.49
radiculopathy upper extremities nd back,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.37
sleep apnea nd back,9012,Respiratory,0.7
fatigue syndrome nd back,9007,Neurological other System,0.22
depression depressive disorder nd back,8989,Mental Disorders,0.98
hypertension high blood pressure nd back,8979,Heart/Veins/Arteries,0.97
peripheral neuropathy nd back,9006,Neurological - Cranial/Peripheral Nerves,0.65
fibromyalgia nd back,9007,Neurological other System,0.49
back strain myofascial syndrome,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.83
obstructive sleep apnea,9012,Respiratory,0.99
ankle degenerative joint disease,8991,Musculoskeletal - Ankle,0.91
lumbar spine degenerative arthritis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.86
hip arthritis,8996,Musculoskeletal - Hip,0.88
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
lower extremity radiculopathy femoral,9006,Neurological - Cranial/Peripheral Nerves,0.64
lower extremity radiculopathy femoral,9006,Neurological - Cranial/Peripheral Nerves,0.64
lower extremity radiculopathy sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
lower extremity radiculopathy sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
degenerative disc disease other intervertebral disc syndrome ivds include intervertebral disc syndrome,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.74
bruxism,8967,Dental and Oral,0.55
vitamin deficiency avitaminosis,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.75
acne facial scarring,9014,"Scars (Head, Face, Or Neck)",0.81
premature ventricular contractions pvcs palpitations,8979,Heart/Veins/Arteries,0.86
tempromandiubular joint dysfunction tmj,249481,Dental and Oral - Musculoskeletal,0.55
thoracolumbar strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.87
herniated lumbar disc sciatica radiculopathy,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
post traumatic stress disorder ptsd panic disorder anxiety,8989,Mental Disorders,0.57
rhabdomyolysis,8989,Mental Disorders,0.1
lower extremity radiculopathy femoral,9006,Neurological - Cranial/Peripheral Nerves,0.64
lower extremity radiculopathy femoral,9006,Neurological - Cranial/Peripheral Nerves,0.64
lower extremity radiculopathy sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
lower extremity radiculopathy sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
lumbosacral strain degenerative disc disease claimed lower back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
hip strain,8996,Musculoskeletal - Hip,0.99
radiculopathy lower extremity femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
radiculopathy lower extremity femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
radiculopathy lower extremity sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
radiculopathy lower extremity sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
degenerative disc disease lumbosacral strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
obstructive sleep apnea,9012,Respiratory,0.99
mandibular distortion,8989,Mental Disorders,0.1
temporomandibular disorder tmd,249481,Dental and Oral - Musculoskeletal,0.76
leg,8988,Leg Condition - Neurological other System,0.46
leg,8988,Leg Condition - Neurological other System,0.46
acne skin on shoulders,9016,Skin,1.0
acne skin on chest,9016,Skin,1.0
acne skin on back,9016,Skin,1.0
acne skin on face,9016,Skin,1.0
sleep apnea snooring,9012,Respiratory,0.99
upper shoulder,9002,Musculoskeletal - Shoulder,0.96
migraines headaches request general medical examination,8968,Digestive,0.13
sleep apnea diagnosed cpap machine request general medical examination,9012,Respiratory,0.73
aggravation prexisting flat feet,8994,Musculoskeletal - Foot,0.11
lost teeth while on active duty bridge done service time,8967,Dental and Oral,0.18
obstructive sleep apnea,9012,Respiratory,0.99
hip thigh painful limitation flexion extension abduction adduction,8996,Musculoskeletal - Hip,1.0
hip thigh painful limitation flexion extension abduction adduction,8996,Musculoskeletal - Hip,1.0
knee leg painful limitation flexion extension,8997,Musculoskeletal - Knee,0.99
knee leg painful limitation flexion extension,8997,Musculoskeletal - Knee,0.99
upper extremities multilevel c c c polyradiculopathy partial denervation,9006,Neurological - Cranial/Peripheral Nerves,0.12
lower extremities l l sided s polyradiculopathy partial denervation,9006,Neurological - Cranial/Peripheral Nerves,0.31
depressive disorder recurrent severe anxiety insomnia psychotic symptoms,8989,Mental Disorders,0.98
allergic rhinitis post nasal drip,9012,Respiratory,0.92
sinusitis nasal congestion,9012,Respiratory,0.97
hypertension carotid atherosclerotic kidney disease,8975,Genitourinary,0.39
lumbosacral strain degenerative joint disease formerly evaluated under dc ankle neck knee heels,8992,Musculoskeletal - Arthritis,0.37
arthritic changes cervical spine formerly evaluated under dc ankle back knee heels,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.22
radiculopathy lower extremities sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.75
degenerative disc disease,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.76
mental health impairment include depression anxiety adjustment disorders,8989,Mental Disorders,0.98
lumbosacral strain claimed bursitis lower back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
urination,8975,Genitourinary,0.76
bruxism,8967,Dental and Oral,0.55
dry eyes,8974,Eye (Vision),0.4
numbness toe wart removal,9016,Skin,0.33
insomnia,8989,Mental Disorders,0.95
aching back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.54
umbilical hernia,8968,Digestive,0.72
lumbar spine l s spondylolysis degenerative facet changes degenerative arthritis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lumbar strain herniated nucleus pulposus hnp degenerative disc disease ddd claimed lower back injury previously coded,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
breathing issues,9012,Respiratory,0.99
gait disturbance,8989,Mental Disorders,0.22
constipation,8968,Digestive,0.93
obstructive sleep apnea,9012,Respiratory,0.99
respiratory conditions,9012,Respiratory,1.0
cronic gastrointestinal distress,8968,Digestive,0.94
insomnia,8989,Mental Disorders,0.95
stiffness both knees,9006,Neurological - Cranial/Peripheral Nerves,0.1
lumbosacral strain degenerative arthritis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.87
lumbosacral strain intervertebral disc syndrome,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.94
vertigo,8969,Ear Disease and Other Sense Organs,0.83
joint,9001,Musculoskeletal - Other,0.29
upper limb nerve bilatareral,9006,Neurological - Cranial/Peripheral Nerves,0.72
lower limb nerve bilatareral,9006,Neurological - Cranial/Peripheral Nerves,0.69
sexual dysfunction,8975,Genitourinary,0.68
migranes,8989,Mental Disorders,0.1
insomnia,8989,Mental Disorders,0.95
alcohol disorder,8989,Mental Disorders,0.81
ptsd post traumatic stress disorder non combat related mst,None,,0.78
lumbosacral strain intervertebral disc syndrome,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.94
intervertebral disc syndrome lumbosacral spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.94
numbness big toe,8994,Musculoskeletal - Foot,0.39
tight hips limited mobility,8994,Musculoskeletal - Foot,0.07
eye floaters,8974,Eye (Vision),1.0
dry eyes,8974,Eye (Vision),0.4
deviated nasal septum trouble breathing,9012,Respiratory,1.0
eustachian tube dysfunction,8969,Ear Disease and Other Sense Organs,0.63
peripheral atrophic retinal holes eyes,8974,Eye (Vision),0.38
upper extremities,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.39
dc knee,8997,Musculoskeletal - Knee,0.97
cervix disease injury,8975,Genitourinary,0.09
fallopian tube disease injury adhesions,8969,Ear Disease and Other Sense Organs,0.23
lead exposure,9012,Respiratory,0.35
burn pit exposure,9012,Respiratory,0.65
uranium exposure,9012,Respiratory,0.35
plantar fasciitis foot,8994,Musculoskeletal - Foot,1.0
neck into trap muscle,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.88
big toe,8994,Musculoskeletal - Foot,0.62
fibromyalgia similar oa,9007,Neurological other System,0.69
fibromyalgia similar oa primary,9007,Neurological other System,0.39
exposure burn pits,9016,Skin,0.39
painful scar knee,9013,Scars (Extremities and Trunk),0.77
loss foot,8994,Musculoskeletal - Foot,0.86
loss hand,8995,Musculoskeletal - Hand,0.88
gastroesophageal reflux disorder,8968,Digestive,0.96
temporomandibular joint dysfunction,249481,Dental and Oral - Musculoskeletal,0.73
temporomandibular joint dysfunction,249481,Dental and Oral - Musculoskeletal,0.73
bruxism,8967,Dental and Oral,0.55
pseudo folliculitis barbae,9016,Skin,0.94
unspecified trauma stressor related disorder,8989,Mental Disorders,0.96
insomnia,8989,Mental Disorders,0.95
traumatic arthritis,8992,Musculoskeletal - Arthritis,0.84
nervous system general,9006,Neurological - Cranial/Peripheral Nerves,0.19
