text_to_classify,predicted_code,predicted_label,prediction_probability
lumbago,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.7
segmental dysfunction cervical region,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.4
segmental dysfunction lumbar region,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.51
segmental dysfunction thoracic region,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.43
atypical dyssomnia,8989,Mental Disorders,0.09
attention deficit hyperactivity disorder,8989,Mental Disorders,0.82
insomnia,8989,Mental Disorders,0.95
acquired scoliosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.41
lower back sprain lumbosacral sprain tinnitus ptsd hearing loss migraines anxiety lateral knee difficulty sleeping erectile dysfunction acid reflux ibs sinusitis labrum tear biceps tendon tear scar tissue deviated septum,9012,Respiratory,0.12
knee degenerative joint disease,8997,Musculoskeletal - Knee,0.8
erectile dysfunction claimed intercourse issues lower back injury,8975,Genitourinary,0.39
vertigo,8969,Ear Disease and Other Sense Organs,0.83
sleep apnea breathing issues,9012,Respiratory,1.0
trigger finger on hand,8995,Musculoskeletal - Hand,1.0
insomnia,8989,Mental Disorders,0.95
lateral hearing loss,3140,Hearing Loss,0.98
muscle spasms,9005,Musculoskeletal and Muscle Injuries,0.6
muscle atrophy thigh,9005,Musculoskeletal and Muscle Injuries,0.53
knee patellofemoral syndrome pfps,8997,Musculoskeletal - Knee,0.96
lumbosacral spine strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
shoulder impingement syndrome bicipital tendonitis,9002,Musculoskeletal - Shoulder,0.97
shoulder impingement syndrome bicipital tendonitis,9002,Musculoskeletal - Shoulder,0.97
knee patellofemoral syndrome pfps,8997,Musculoskeletal - Knee,0.96
adjustment disorder mixed anxiety depressed mood insomnia disorder,8989,Mental Disorders,1.0
insomnia,8989,Mental Disorders,0.95
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
knee patello femoral syndrome effusion,8997,Musculoskeletal - Knee,0.9
thoracic spine strain scoliosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
patellofemoral syndrome effusion,8997,Musculoskeletal - Knee,0.7
psychophysiologic insomnia adjustment disorder mixed features,8989,Mental Disorders,0.98
non alergic rhinitis,9012,Respiratory,0.87
abrasion on forearm,8993,Musculoskeletal - Elbow,0.29
stress,8989,Mental Disorders,0.83
skin arm neck knees eyes,9016,Skin,0.86
nonsuicidal self harm ideation,8989,Mental Disorders,0.69
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
voiding dysfunction,8975,Genitourinary,0.86
adjustment disorder claimed posttraumatic stress disorder anxiety sleeping disorder unspecified mental disorder,8989,Mental Disorders,0.99
insomnia,8989,Mental Disorders,0.95
mood adjustment disorder,8989,Mental Disorders,0.99
fallen arches both feet,8994,Musculoskeletal - Foot,0.42
suicidal ideations,8989,Mental Disorders,0.83
knee joint osteoarthritis,8997,Musculoskeletal - Knee,0.91
cognitive difficulties,8989,Mental Disorders,0.69
overactive bladder,8975,Genitourinary,0.82
fatigue syndrome cfs fibromyalgia,9007,Neurological other System,0.52
carpal tunnel,9006,Neurological - Cranial/Peripheral Nerves,0.67
hiatal hernia iheartburn chest,8968,Digestive,0.62
muscle tension,9005,Musculoskeletal and Muscle Injuries,0.29
spondylolisthesis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.38
sciatica lumbar radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.6
insomia,8989,Mental Disorders,0.1
vertigo menieres disease,8969,Ear Disease and Other Sense Organs,0.79
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
unspecified depressive disorder,8989,Mental Disorders,0.98
insomnia,8989,Mental Disorders,0.95
vertigo,8969,Ear Disease and Other Sense Organs,0.83
post nasal drip,9012,Respiratory,0.7
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
knee patellofemoral syndrome,8997,Musculoskeletal - Knee,1.0
knee patellofemoral syndrome,8997,Musculoskeletal - Knee,1.0
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
severe obstructive sleep apnea,9012,Respiratory,0.96
depressive disorder recurrent anxious distress previously diagnosed unspecified anxiety disorder claimed ptsd mental depression,8989,Mental Disorders,0.94
military sexual trauma,8989,Mental Disorders,0.46
tear posterior medial meniscus knee,8997,Musculoskeletal - Knee,0.99
secondary erectile dysfunction ed,8975,Genitourinary,0.99
burn pit exposure,9012,Respiratory,0.65
breathing problems,9012,Respiratory,0.99
dislocated finger,8995,Musculoskeletal - Hand,0.52
allergic rhinitis itchy red swollen irritated mucus dry eye syndrome prescribed eye drops treatment prescribed allergy medications burn pits airborne hazards pact act increase requested,9012,Respiratory,0.7
insomnia trouble sleeping sleep impairment,8989,Mental Disorders,0.97
sinusitis stuffy nose nose bleeds shortness breath burn pits airborne hazards pact act prescribed allergy medications inhalers persistent nasal discharge congestion,9012,Respiratory,1.0
eye dry eye syndrome itchy redness swollen watery prescribed eye drops treatment burn pits airborne hazards pact act,8974,Eye (Vision),0.96
erectile dysfunction ed prescribed mg cialis request special monthly compensation smc loss critical vital organ,9018,Special Monthly Compensation - Anatomical Loss/Loss Of Use,0.52
pseudofolliculitis barbae razor bumps shave bumps started while on active duty rash itchy irritated back head chin neck area,9016,Skin,0.95
knee crepitus degenerative arthritis joint instability prescribed knee brace stability,8997,Musculoskeletal - Knee,0.98
migraine prescribed mg ibuprofen,9007,Neurological other System,0.71
neck stiffness crepitus joint arthritis,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.41
tinnitus ringing ears especially quiet places like library constant noise exposure while on active duty,3140,Hearing Loss,0.7
knee patellofemoral syndrome,8997,Musculoskeletal - Knee,1.0
occipital scalp surgical scar status post excision lipoma,9014,"Scars (Head, Face, Or Neck)",0.45
knee patellofemoral syndrome,8997,Musculoskeletal - Knee,1.0
anxiety depression bipolar disorder insomnia ptsd,8989,Mental Disorders,0.99
military sexual trauma raped while on active duty,8989,Mental Disorders,0.46
unspecified trauma stressor related disorder,8989,Mental Disorders,0.96
pelvic,8996,Musculoskeletal - Hip,0.36
sternum,8989,Mental Disorders,0.1
insomnia,8989,Mental Disorders,0.95
discoid eczema whole body,9016,Skin,0.69
nasal reduction disorder,9012,Respiratory,0.59
thigh strain,8996,Musculoskeletal - Hip,0.34
pharyngitis,9012,Respiratory,0.55
ankylosing spondylitis lumbar,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.63
frequency micturition,8975,Genitourinary,0.55
concussion,9020,Traumatic Brain Injury,0.62
central cornea ulcer eye,8974,Eye (Vision),0.91
myopia,8974,Eye (Vision),0.76
epistaxis,9012,Respiratory,0.54
leg,8988,Leg Condition - Neurological other System,0.46
knee strain post traumatic arthritis flexion,8997,Musculoskeletal - Knee,0.86
knee strain post traumatic arthritis extension,8997,Musculoskeletal - Knee,0.91
gliosis on brain,9020,Traumatic Brain Injury,0.51
epidermoid cyst arm,8966,Cyst/Benign Growth - Skin,0.31
wrist strain sprain,9004,Musculoskeletal - Wrist,0.95
vision loss,8974,Eye (Vision),0.98
unspecified depressive anxiety disorder,8989,Mental Disorders,0.99
other specified trauma stressor related disorder,8989,Mental Disorders,0.97
suicidal ideation,8989,Mental Disorders,0.93
osa,9012,Respiratory,0.84
accessory navicular,8989,Mental Disorders,0.1
tibialis posterior tendinitis,9005,Musculoskeletal and Muscle Injuries,0.14
peroneal tendinitis,9006,Neurological - Cranial/Peripheral Nerves,0.12
achilles tendinitis,8991,Musculoskeletal - Ankle,0.52
kidney disease stage,8975,Genitourinary,0.75
proliferative diabetic retinopathy tractional membranes eye,8974,Eye (Vision),1.0
non proliferative diabetic retinopathy macular edema eye,8974,Eye (Vision),0.99
branch retinal vein occlusion maculopathy eye,8974,Eye (Vision),0.88
broken hand,8995,Musculoskeletal - Hand,0.86
graves disease,8979,Heart/Veins/Arteries,0.15
shoulders strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.49
knees,8989,Mental Disorders,0.1
toxic exposure burn pits,9012,Respiratory,0.37
insomnia,8989,Mental Disorders,0.95
prediabetes,8973,Endocrine,0.8
displaced fracture shaft first metacarpal bone hand,8995,Musculoskeletal - Hand,0.91
unspecified fracture fourth metacarpal bone hand,8995,Musculoskeletal - Hand,0.89
unspecified fracture fifth metacarpal bone hand,8995,Musculoskeletal - Hand,0.95
insomnia,8989,Mental Disorders,0.95
cervical spine,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.96
chrondromalacia knees,8989,Mental Disorders,0.1
lower back spasms,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
cervical kyphosis,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.64
migraine headaches,9007,Neurological other System,0.71
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
tarsal tunnel,9006,Neurological - Cranial/Peripheral Nerves,0.51
joint problems knee,8997,Musculoskeletal - Knee,0.98
lipomas,8989,Mental Disorders,0.1
patellar tendonitis,8997,Musculoskeletal - Knee,0.57
hip problems,8996,Musculoskeletal - Hip,1.0
scleritis eyes,8989,Mental Disorders,0.1
psoriatic arthritis,8992,Musculoskeletal - Arthritis,0.62
myositis lupus,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.55
acid reflux,8968,Digestive,0.95
insomnia,8989,Mental Disorders,0.95
difficulty sleeping,8989,Mental Disorders,0.77
shoulder stiffness,9002,Musculoskeletal - Shoulder,0.79
neck stiffness,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.85
severe knee both knees,8997,Musculoskeletal - Knee,0.91
severe upper lower back stiffness,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.37
numbness radiculopathy sciatic leg,9006,Neurological - Cranial/Peripheral Nerves,0.75
numbness radiculopathy sciatic leg,9006,Neurological - Cranial/Peripheral Nerves,0.75
post traumatic headaches,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.39
post traumatic stress disorder traumatic brain injury,9020,Traumatic Brain Injury,0.51
osteoarthritis hand dominant,8995,Musculoskeletal - Hand,0.73
limited flexion extension knee,8997,Musculoskeletal - Knee,0.98
limited range motion knee,8997,Musculoskeletal - Knee,0.83
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
melanoma,1250,Cancer - Skin,0.84
hand broken fingers dominant,8995,Musculoskeletal - Hand,0.75
migraine headaches,9007,Neurological other System,0.71
insomnia anxiety,8989,Mental Disorders,0.99
dyspnea,9012,Respiratory,0.83
cough,9012,Respiratory,0.96
ear hearing loss,3140,Hearing Loss,1.0
lumbar strain diffuse lumbar spondylosis facet arthropathy l s sacroilitis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
nevi anterior posterior chest,9012,Respiratory,0.28
knee strain patellofemoral syndrome,8997,Musculoskeletal - Knee,1.0
knee strain patellofemoral syndrome,8997,Musculoskeletal - Knee,1.0
thoracolumbar strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.87
depression anxiety,8989,Mental Disorders,0.99
sleep apnea cpap machine,9012,Respiratory,0.98
lumbar strain t compression fracture sacroilic degenerative joint disease,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.86
upper extremity radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.46
restless leg syndrome,8988,Leg Condition - Neurological other System,0.47
upper extremity radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.46
lower extremity radiculopathy sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
temporomandibular joint disorder tmj,249481,Dental and Oral - Musculoskeletal,0.82
bruxism,8967,Dental and Oral,0.55
cervical strain claimed cervicalgia,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.99
depression anxiety,8989,Mental Disorders,0.99
lower extremity radiculopathy sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
reactive airway disease obstructive sleep apnea,9012,Respiratory,1.0
shoulder impingement syndrome calcific tendonitis bursitis dominant,9002,Musculoskeletal - Shoulder,0.93
knee patellofemoral syndrome meniscal tear acl tear claimed knee,8997,Musculoskeletal - Knee,1.0
knee limitation extension,8997,Musculoskeletal - Knee,0.99
knee strain now claimed knee,8997,Musculoskeletal - Knee,0.99
knee knee impairment recurrent subluxation instability,8997,Musculoskeletal - Knee,0.99
obstructive sleep apnea,9012,Respiratory,0.99
traumatic brain injury tbi other specified trauma stressor related disorder,9020,Traumatic Brain Injury,0.63
posttraumatic stress disorder ptsd,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.66
migraine headaches,9007,Neurological other System,0.71
painful knee,8997,Musculoskeletal - Knee,0.97
knee stiffness,8997,Musculoskeletal - Knee,0.84
ankle stiffness,8991,Musculoskeletal - Ankle,0.88
cough,9012,Respiratory,0.96
muscle twitching,9005,Musculoskeletal and Muscle Injuries,0.6
ingrown toenails,9016,Skin,0.58
numbness tingling,9006,Neurological - Cranial/Peripheral Nerves,0.63
neck stiffness,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.85
lumbar herniated disc,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
painful hip,8996,Musculoskeletal - Hip,0.98
painful neck,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.91
painful low back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.92
knee strain patellar instability,8997,Musculoskeletal - Knee,1.0
limitation extension knee,8997,Musculoskeletal - Knee,0.99
incompetent cervix resulting premature birth weeks gestational age,8979,Heart/Veins/Arteries,0.12
anxiety symptoms insomnia difficulty sleeping excessive worry,8989,Mental Disorders,0.99
venous insufficiency manifesting varicosities spider veins poor circulations swelling,8979,Heart/Veins/Arteries,0.35
